#Network|Station|Latitude|Longitude|Elevation|SiteName|StartTime|EndTime
S1|AULRC|-29.4262|147.979|145.0|Lightning Ridge Central School|2013-08-29T00:00:00|2599-12-31T23:59:59
2O|BTL05|-16.4788|133.88445|285.0|Amungee Mungee, NT|2021-08-25T00:00:00|2025-12-31T00:00:00
ZU|NZ14|-42.6506|169.949997|-633.0|SIO_OBS_ID: 114|2009-02-06T00:00:00|2010-01-31T23:59:59
XD|MISB|-10.653481|152.797668|345.0|Misima Mines B, Misima Island|1999-07-25T07:03:06|2000-12-31T23:59:59
XC|ARPA|-42.974899|171.578705|710.0|Arthurs Pass|1995-11-11T05:04:00|1996-03-24T00:00:00
XQ|4900|-38.7728|176.222504|736.5|White Gate Gravel Dump|2002-08-19T00:00:00|2002-11-01T00:00:00
YC|SBB3|4.9564|116.140961|394.0|SK|2018-03-20T04:35:00|2020-01-15T03:45:00
MY|SBM|2.4529|112.213997|237.0|Sibu|2005-02-17T00:00:00|2599-12-31T23:59:59
IA|TBJI|-6.8179|111.8481|54.45|Station Tambak Boyo, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
CD|QIZ|19.0294|109.8433|230.0|Qiongzhong, Hainan Province, China|1992-05-18T00:00:00|2001-02-18T00:00:00
ZU|NZ12|-43.001701|169.598602|-625.0|SIO_OBS_ID: 127|2009-02-05T00:00:00|2010-02-02T23:59:59
YC|SBC4|5.27107|116.515732|381.0|Bornion|2018-03-20T07:30:00|2020-01-15T05:15:00
YC|SBA9|4.43637|118.539917|21.0|Semporna|2018-03-15T06:30:00|2020-01-12T03:10:00
XD|MISC|-10.674984|152.784119|292.0|Misima Mines C, Misima Island|1999-07-25T01:42:32|2000-12-31T23:59:59
YO|OTOT4|-39.69669|174.480865|113.0|OTOT4|2001-10-01T00:00:00|2002-01-31T06:45:00
7B|SD04|-28.510401|128.988693|0.0|QUEENSLAND, AUSTRALIA|1995-03-29T04:27:42|1995-04-17T21:37:42
IA|TLE|-5.6373|132.7373|113.0|Station Tual, Indonesia|2005-01-01T00:00:00|2009-12-11T00:00:00
YO|WAST5|-38.998791|174.334076|48.0|WAST5|2002-01-17T02:00:00|2002-02-01T04:00:00
YY|OBS06|16.083401|145.165695|-3608.0|LDEO OBS06|2003-06-23T00:00:00|2003-07-31T23:59:59
S1|AUMAR|-34.8916|138.6357|153.0|Marden Senior College|2013-08-26T00:00:00|2599-12-31T23:59:59
Z6|OH04|-9.8535|110.7715|-2908.0|Station OH04, Indonesia|2004-05-02T00:00:00|2004-10-03T00:00:00
GE|JAGI|-8.4702|114.1521|171.0|GEOFON Station GEOFON Station Jajag, Java|2008-07-21T00:00:00|2599-12-31T23:59:59
YS|NOMU|-9.5565|124.5051|361.0|Bikomi/Noemute village, Timor Indonesia|2014-10-09T00:00:00|2016-12-31T23:59:59
AU|INKA|-27.740999|140.745605|112.0|Innamincka, South Australia|2013-06-21T00:00:00|2599-12-31T23:59:59
PS|CHUK|7.4638|151.8554|10.0|Chuuk, Micronesia|2014-09-01T00:00:00|2599-12-31T23:59:59
XU|CHTA|-43.771198|151.158401|15.0|Chatam Island|1996-04-11T23:04:30|1997-12-31T23:59:59
IA|RKPI|-1.5107|134.1773|106.2|Station Ransiki, Papua; Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
7B|SD07|-31.0807|125.321602|0.0|QUEENSLAND, AUSTRALIA|1995-03-26T07:49:27|1995-07-08T00:00:00
XD|KUMB|-7.539823|110.447723|2901.0|Point Kum, summit|2001-03-17T05:17:22|2001-12-31T23:59:59
TM|NAYO|14.3152|101.3209|106.0|Khun Dan Dam, Nakhon Nayok|2008-01-01T00:00:00|2599-12-31T23:59:59
7D|KA10|-16.596201|128.478699|180.0|QUEENSLAND, AUSTRALIA|1997-07-28T03:47:54|1997-10-14T02:44:24
YY|OBS47|18.250099|145.769302|-1898.0|LDEO OBS47|2003-06-18T00:00:00|2004-05-08T23:59:59
ZN|SIMS|-8.4195|150.439804|15.0|SimsimaIsland, Papua New Guinea|2010-03-17T00:00:00|2011-12-31T23:59:59
ZN|D|-9.9434|150.707001|-1040.0|SIO OBS ID D|2010-03-02T00:00:00|2011-01-26T23:59:59
YS|TL8B|-8.392|127.2574|423.0|Tutuala Village, e Timor Leste|2018-06-06T00:00:00|2018-12-31T23:59:59
IU|FUNA|-8.5259|179.1966|20.0|Funafuti, Tuvalu|2004-01-21T20:24:00|2599-12-31T23:59:59
YS|LEGO|-9.7124|123.9533|889.0|Lelogama village, Timor Indonesia|2014-11-19T00:00:00|2016-12-31T23:59:59
AU|MOO|-42.4417|147.190308|325.0|Moorlands, Tasmania|2005-05-13T00:00:00|2599-12-31T23:59:59
YC|SBG3|6.8317|117.159042|22.0|AFI|2018-03-09T04:50:00|2020-01-08T08:35:00
S1|AURMK|-34.1728|140.7404|26.0|Renmark High School|2013-08-26T00:00:00|2599-12-31T23:59:59
AU|ONGER|-33.86366|118.39563|340.0|Ongerup, WA|2020-06-25T03:42:35|2024-07-24T23:59:59
XP|0488|-38.395401|176.059006|300.0|Atiamuri|1994-01-01T00:00:00|1995-04-11T00:00:00
IA|ABJI|-7.7957|114.2342|144.36|Station Asem Bagus, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
IA|KLI|-4.8363|104.87052|64.0|Station Kotabumi, Indonesia|2006-01-01T00:00:00|2599-12-31T23:59:59
AU|NFK|-29.043301|167.938904|203.0|Norfolk Island|2008-05-20T00:00:00|2599-12-31T23:59:59
AU|STKA|-31.8757|141.596405|230.0|Stephens Creek, NSW|1994-03-29T00:00:00|2599-12-31T23:59:59
ZB|SWLT|-1.2589|100.473|28.0|X|2007-12-01T00:00:00|2008-10-21T23:00:00
IA|EDFI|-8.7497|121.6903|914.34|Station Ende, Flores, Indonesia (BMKG)|2009-01-01T00:00:00|2599-12-31T23:59:59
XP|0553|-38.149502|176.167007|500.0|Rotorua|1994-01-01T00:00:00|1995-04-11T00:00:00
YW|RDK10|-32.53774|150.90957|165.0|Muswellbrook site1|2021-05-23T00:00:00|2025-12-31T23:59:59
YC|SBF3|6.44177|117.314308|26.0|Meridian|2018-03-10T05:25:00|2020-01-09T02:35:00
S1|AUNRC|-23.3529|150.5329|38.0|North Rockhampton State High School|2013-09-01T00:00:00|2599-12-31T23:59:59
AU|ARPS|-36.769901|141.838303|250.0|Mt Arapiles, VIC|2000-10-28T00:00:00|2599-12-31T23:59:59
ND|LAKNC|-20.9326|165.3218|27.0|lycée Antoine Kéla|2019-11-12T16:25:00|2021-07-19T02:15:00
YC|SBA3|4.57347|116.276604|189.0|Sk.|2018-03-19T07:05:00|2019-12-21T00:15:00
ZN|SIDA|-9.6343|150.598297|17.0|Sidayodayo, Papua New Guinea|2010-03-21T00:00:00|2010-05-26T23:59:59
II|KAPI|-5.0142|119.7517|300.0|Kappang, Sulawesi, Indonesia|1999-02-06T00:00:00|2599-12-31T23:59:59
AU|MTSU|-18.148199|144.319504|460.0|Mount Surprise, QLD|2002-11-06T00:00:00|2599-12-31T23:59:59
IA|CMJI|-7.784|108.449|78.0|Station Cimerak, Java|2008-01-01T00:00:00|2599-12-31T23:59:59
XO|SAP2|15.234013|145.767029|219.0|Saipan 2|2003-05-02T08:25:31|2004-12-31T23:59:59
YS|NAPU|-9.3939|119.93|217.0|Napu village, north Sumba Island Indonesia|2014-10-20T00:00:00|2016-12-31T23:59:59
ZN|MAPA|-9.6104|150.4375|20.0|Mapamoiwa, Papua New Guinea|2010-03-21T00:00:00|2010-09-07T23:59:59
